"TRE_CN","PREV_TRE_CN","PLT_CN","pltID","DIA","HT","CR","MEASYEAR","STATECD","STATUSCD","SPCD","LAT","LON","MEASYEAR_T1","SPECIES"
447843076489998,NA,335231435489998,"1_51_33_48",5.4,44,30,2016,51,1,131,37.998879,-77.559079,2016,"LP"
447843077489998,NA,335231435489998,"1_51_33_48",5,41,30,2016,51,1,131,37.998879,-77.559079,2016,"LP"
447843078489998,NA,335231435489998,"1_51_33_48",7.6,38,45,2016,51,1,131,37.998879,-77.559079,2016,"LP"
447843079489998,NA,335231435489998,"1_51_33_48",6.1,38,30,2016,51,1,131,37.998879,-77.559079,2016,"LP"
447843080489998,NA,335231435489998,"1_51_33_48",5.1,32,35,2016,51,1,131,37.998879,-77.559079,2016,"LP"
447843081489998,NA,335231435489998,"1_51_33_48",5,46,55,2016,51,1,621,37.998879,-77.559079,2016,"YP"
447843082489998,NA,335231435489998,"1_51_33_48",5.1,42,30,2016,51,1,131,37.998879,-77.559079,2016,"LP"
447843083489998,NA,335231435489998,"1_51_33_48",5.2,37,25,2016,51,1,131,37.998879,-77.559079,2016,"LP"
447843084489998,NA,335231435489998,"1_51_33_48",5,36,20,2016,51,1,131,37.998879,-77.559079,2016,"LP"
447843085489998,NA,335231435489998,"1_51_33_48",5.7,48,45,2016,51,1,743,37.998879,-77.559079,2016,"BT"
447843086489998,NA,335231435489998,"1_51_33_48",5,51,45,2016,51,1,743,37.998879,-77.559079,2016,"BT"
447843087489998,NA,335231435489998,"1_51_33_48",5.8,31,50,2016,51,1,131,37.998879,-77.559079,2016,"LP"
447843088489998,NA,335231435489998,"1_51_33_48",6.2,47,55,2016,51,1,743,37.998879,-77.559079,2016,"BT"
447843089489998,NA,335231435489998,"1_51_33_48",5.4,36,45,2016,51,1,131,37.998879,-77.559079,2016,"LP"
447843090489998,NA,335231435489998,"1_51_33_48",5.1,29,30,2016,51,1,131,37.998879,-77.559079,2016,"LP"
447843091489998,NA,335231435489998,"1_51_33_48",6.4,33,40,2016,51,1,131,37.998879,-77.559079,2016,"LP"
447843092489998,NA,335231435489998,"1_51_33_48",6.5,37,45,2016,51,1,131,37.998879,-77.559079,2016,"LP"
447843093489998,NA,335231435489998,"1_51_33_48",6.5,42,40,2016,51,1,743,37.998879,-77.559079,2016,"BT"
447843094489998,NA,335231435489998,"1_51_33_48",5.2,52,55,2016,51,1,743,37.998879,-77.559079,2016,"BT"
447843095489998,NA,335231435489998,"1_51_33_48",5.5,32,50,2016,51,1,131,37.998879,-77.559079,2016,"LP"
447843096489998,NA,335231435489998,"1_51_33_48",7.3,49,35,2016,51,1,131,37.998879,-77.559079,2016,"LP"
447843097489998,NA,335231435489998,"1_51_33_48",8.3,45,40,2016,51,1,131,37.998879,-77.559079,2016,"LP"
447843098489998,NA,335231435489998,"1_51_33_48",8.7,39,60,2016,51,1,131,37.998879,-77.559079,2016,"LP"
447843099489998,NA,335231435489998,"1_51_33_48",5.9,36,60,2016,51,1,743,37.998879,-77.559079,2016,"BT"
447843100489998,NA,335231435489998,"1_51_33_48",6.5,37,40,2016,51,1,131,37.998879,-77.559079,2016,"LP"
447843101489998,NA,335231435489998,"1_51_33_48",5.7,37,35,2016,51,1,131,37.998879,-77.559079,2016,"LP"
447843102489998,NA,335231435489998,"1_51_33_48",5.5,45,45,2016,51,1,743,37.998879,-77.559079,2016,"BT"
447843103489998,NA,335231435489998,"1_51_33_48",6.7,42,45,2016,51,1,743,37.998879,-77.559079,2016,"BT"
447843104489998,NA,335231435489998,"1_51_33_48",7.2,44,50,2016,51,1,743,37.998879,-77.559079,2016,"BT"
447843105489998,NA,335231435489998,"1_51_33_48",8.4,47,50,2016,51,1,131,37.998879,-77.559079,2016,"LP"
447843106489998,NA,335231435489998,"1_51_33_48",6.4,45,35,2016,51,1,131,37.998879,-77.559079,2016,"LP"
447843107489998,253794083010854,335231435489998,"1_51_33_48",4.9,41,45,2016,51,1,131,37.998879,-77.559079,2016,"LP"
447843108489998,253794084010854,335231435489998,"1_51_33_48",3.9,30,50,2016,51,1,131,37.998879,-77.559079,2016,"LP"
447843109489998,253794085010854,335231435489998,"1_51_33_48",7.2,42,55,2016,51,1,131,37.998879,-77.559079,2016,"LP"
447843110489998,NA,335231435489998,"1_51_33_48",6.1,41,40,2016,51,1,131,37.998879,-77.559079,2016,"LP"
447843111489998,NA,335231435489998,"1_51_33_48",5.8,43,35,2016,51,1,131,37.998879,-77.559079,2016,"LP"
447843112489998,NA,335231435489998,"1_51_33_48",5.3,34,35,2016,51,1,131,37.998879,-77.559079,2016,"LP"
447843113489998,NA,335231435489998,"1_51_33_48",6.7,43,45,2016,51,1,131,37.998879,-77.559079,2016,"LP"
447843114489998,NA,335231435489998,"1_51_33_48",5.9,39,40,2016,51,1,131,37.998879,-77.559079,2016,"LP"
447843115489998,NA,335231435489998,"1_51_33_48",6,37,35,2016,51,1,131,37.998879,-77.559079,2016,"LP"
447843116489998,NA,335231435489998,"1_51_33_48",5.6,42,40,2016,51,1,131,37.998879,-77.559079,2016,"LP"
447843117489998,NA,335231435489998,"1_51_33_48",5.4,41,30,2016,51,1,131,37.998879,-77.559079,2016,"LP"
447843118489998,NA,335231435489998,"1_51_33_48",5.4,38,35,2016,51,1,131,37.998879,-77.559079,2016,"LP"
447843119489998,NA,335231435489998,"1_51_33_48",5.6,41,35,2016,51,1,131,37.998879,-77.559079,2016,"LP"
447843120489998,NA,335231435489998,"1_51_33_48",5.1,39,35,2016,51,1,131,37.998879,-77.559079,2016,"LP"
447843121489998,NA,335231435489998,"1_51_33_48",5,41,25,2016,51,1,131,37.998879,-77.559079,2016,"LP"
447843122489998,NA,335231435489998,"1_51_33_48",7.5,41,45,2016,51,1,131,37.998879,-77.559079,2016,"LP"
447850473489998,253804624010854,335231704489998,"1_51_93_22",9.7,78,25,2016,51,1,131,37.01797,-76.699356,2016,"LP"
447850474489998,253804625010854,335231704489998,"1_51_93_22",7.4,70,20,2016,51,1,131,37.01797,-76.699356,2016,"LP"
447850475489998,253804626010854,335231704489998,"1_51_93_22",7.5,53,NA,2016,51,2,131,37.01797,-76.699356,2016,"LP"
447850476489998,253804627010854,335231704489998,"1_51_93_22",7.1,52,NA,2016,51,2,131,37.01797,-76.699356,2016,"LP"
447850477489998,253804628010854,335231704489998,"1_51_93_22",7,58,15,2016,51,1,131,37.01797,-76.699356,2016,"LP"
447850478489998,253804629010854,335231704489998,"1_51_93_22",11.4,77,25,2016,51,1,131,37.01797,-76.699356,2016,"LP"
447850479489998,253804630010854,335231704489998,"1_51_93_22",5.4,62,10,2016,51,1,131,37.01797,-76.699356,2016,"LP"
447850480489998,253804631010854,335231704489998,"1_51_93_22",12.7,78,25,2016,51,1,131,37.01797,-76.699356,2016,"LP"
447850481489998,253804632010854,335231704489998,"1_51_93_22",7.8,58,10,2016,51,1,131,37.01797,-76.699356,2016,"LP"
447850482489998,253804633010854,335231704489998,"1_51_93_22",5.8,63,NA,2016,51,2,131,37.01797,-76.699356,2016,"LP"
447850483489998,253804634010854,335231704489998,"1_51_93_22",12.2,79,25,2016,51,1,131,37.01797,-76.699356,2016,"LP"
447850484489998,253804635010854,335231704489998,"1_51_93_22",5.9,60,30,2016,51,1,827,37.01797,-76.699356,2016,"WK"
447850485489998,253804636010854,335231704489998,"1_51_93_22",9.3,61,30,2016,51,1,827,37.01797,-76.699356,2016,"WK"
447850486489998,253804637010854,335231704489998,"1_51_93_22",9.9,79,20,2016,51,1,131,37.01797,-76.699356,2016,"LP"
447850487489998,253804638010854,335231704489998,"1_51_93_22",12.2,80,30,2016,51,1,131,37.01797,-76.699356,2016,"LP"
447850488489998,253804639010854,335231704489998,"1_51_93_22",3.2,45,25,2016,51,1,621,37.01797,-76.699356,2016,"YP"
447850489489998,253804640010854,335231704489998,"1_51_93_22",2.1,32,25,2016,51,1,621,37.01797,-76.699356,2016,"YP"
447850490489998,253804641010854,335231704489998,"1_51_93_22",4.4,50,25,2016,51,1,621,37.01797,-76.699356,2016,"YP"
447850491489998,253804642010854,335231704489998,"1_51_93_22",4.3,36,35,2016,51,1,711,37.01797,-76.699356,2016,"SD"
447850492489998,253804643010854,335231704489998,"1_51_93_22",3.5,48,25,2016,51,1,621,37.01797,-76.699356,2016,"YP"
447850493489998,253804644010854,335231704489998,"1_51_93_22",5.1,48,20,2016,51,1,611,37.01797,-76.699356,2016,"SU"
447850494489998,253804645010854,335231704489998,"1_51_93_22",7.7,63,30,2016,51,1,131,37.01797,-76.699356,2016,"LP"
447850495489998,253804646010854,335231704489998,"1_51_93_22",8.3,75,25,2016,51,1,131,37.01797,-76.699356,2016,"LP"
447850496489998,253804647010854,335231704489998,"1_51_93_22",8.6,62,25,2016,51,1,131,37.01797,-76.699356,2016,"LP"
447850497489998,253804648010854,335231704489998,"1_51_93_22",12.5,77,30,2016,51,1,131,37.01797,-76.699356,2016,"LP"
447850498489998,253804649010854,335231704489998,"1_51_93_22",9.4,70,25,2016,51,1,131,37.01797,-76.699356,2016,"LP"
447850499489998,253804650010854,335231704489998,"1_51_93_22",15.3,78,30,2016,51,1,131,37.01797,-76.699356,2016,"LP"
447850500489998,253804651010854,335231704489998,"1_51_93_22",11.1,75,30,2016,51,1,316,37.01797,-76.699356,2016,"RM"
447850501489998,253804652010854,335231704489998,"1_51_93_22",7.5,73,25,2016,51,1,316,37.01797,-76.699356,2016,"RM"
447850502489998,253804653010854,335231704489998,"1_51_93_22",9.5,76,30,2016,51,1,316,37.01797,-76.699356,2016,"RM"
447850503489998,253804654010854,335231704489998,"1_51_93_22",6.22,58,NA,2016,51,2,131,37.01797,-76.699356,2016,"LP"
447850504489998,253804655010854,335231704489998,"1_51_93_22",15.1,78,35,2016,51,1,316,37.01797,-76.699356,2016,"RM"
447850505489998,253804656010854,335231704489998,"1_51_93_22",6.6,63,30,2016,51,1,316,37.01797,-76.699356,2016,"RM"
447850506489998,253804657010854,335231704489998,"1_51_93_22",5.6,61,30,2016,51,1,316,37.01797,-76.699356,2016,"RM"
447850507489998,253804659010854,335231704489998,"1_51_93_22",5.6,58,35,2016,51,1,621,37.01797,-76.699356,2016,"YP"
447850508489998,NA,335231704489998,"1_51_93_22",5.2,58,35,2016,51,1,316,37.01797,-76.699356,2016,"RM"
447850509489998,253804660010854,335231704489998,"1_51_93_22",14.1,84,30,2016,51,1,621,37.01797,-76.699356,2016,"YP"
447850510489998,253804661010854,335231704489998,"1_51_93_22",11.8,80,25,2016,51,1,131,37.01797,-76.699356,2016,"LP"
447850511489998,253804662010854,335231704489998,"1_51_93_22",9,77,20,2016,51,1,131,37.01797,-76.699356,2016,"LP"
447850512489998,253804663010854,335231704489998,"1_51_93_22",13.1,80,25,2016,51,1,131,37.01797,-76.699356,2016,"LP"
447850513489998,253804665010854,335231704489998,"1_51_93_22",13.5,83,30,2016,51,1,131,37.01797,-76.699356,2016,"LP"
447850514489998,253804666010854,335231704489998,"1_51_93_22",7.6,75,20,2016,51,1,131,37.01797,-76.699356,2016,"LP"
447850515489998,253804667010854,335231704489998,"1_51_93_22",13.8,80,25,2016,51,1,131,37.01797,-76.699356,2016,"LP"
447850516489998,253804668010854,335231704489998,"1_51_93_22",8.8,69,20,2016,51,1,131,37.01797,-76.699356,2016,"LP"
447850517489998,253804669010854,335231704489998,"1_51_93_22",3.7,45,25,2016,51,1,621,37.01797,-76.699356,2016,"YP"
447850518489998,253804670010854,335231704489998,"1_51_93_22",2.2,16,35,2016,51,1,711,37.01797,-76.699356,2016,"SD"
447850519489998,NA,335231704489998,"1_51_93_22",5.1,44,25,2016,51,1,621,37.01797,-76.699356,2016,"YP"
447850520489998,NA,335231704489998,"1_51_93_22",5.2,55,25,2016,51,1,621,37.01797,-76.699356,2016,"YP"
447850521489998,253804671010854,335231704489998,"1_51_93_22",6.6,59,25,2016,51,1,131,37.01797,-76.699356,2016,"LP"
447850522489998,253804672010854,335231704489998,"1_51_93_22",11.3,82,25,2016,51,1,131,37.01797,-76.699356,2016,"LP"
447850523489998,253804674010854,335231704489998,"1_51_93_22",12,73,30,2016,51,1,812,37.01797,-76.699356,2016,"SK"
447850524489998,253804675010854,335231704489998,"1_51_93_22",12.5,74,30,2016,51,1,812,37.01797,-76.699356,2016,"SK"
447850525489998,253804676010854,335231704489998,"1_51_93_22",16.4,83,30,2016,51,1,812,37.01797,-76.699356,2016,"SK"
447850526489998,253804678010854,335231704489998,"1_51_93_22",10.6,82,25,2016,51,1,131,37.01797,-76.699356,2016,"LP"
447850527489998,253804679010854,335231704489998,"1_51_93_22",8.07,67,NA,2016,51,2,131,37.01797,-76.699356,2016,"LP"
447850528489998,253804680010854,335231704489998,"1_51_93_22",11.5,82,30,2016,51,1,621,37.01797,-76.699356,2016,"YP"
447850529489998,253804681010854,335231704489998,"1_51_93_22",13.1,78,25,2016,51,1,131,37.01797,-76.699356,2016,"LP"
447850530489998,253804682010854,335231704489998,"1_51_93_22",9.8,69,20,2016,51,1,131,37.01797,-76.699356,2016,"LP"
447850531489998,253804683010854,335231704489998,"1_51_93_22",6.1,58,20,2016,51,1,131,37.01797,-76.699356,2016,"LP"
447850532489998,253804685010854,335231704489998,"1_51_93_22",1.1,19,25,2016,51,1,693,37.01797,-76.699356,2016,"BG"
447850533489998,253804686010854,335231704489998,"1_51_93_22",2.1,21,25,2016,51,1,711,37.01797,-76.699356,2016,"SD"
447850534489998,253804687010854,335231704489998,"1_51_93_22",2.7,34,30,2016,51,1,711,37.01797,-76.699356,2016,"SD"
447850535489998,253804688010854,335231704489998,"1_51_93_22",1.8,17,40,2016,51,1,531,37.01797,-76.699356,2016,"AB"
447830162489998,254557920010854,335232146489998,"1_51_95_4",6.9,57,15,2016,51,1,131,37.185249,-76.606633,2016,"LP"
447830163489998,254557921010854,335232146489998,"1_51_95_4",5.9,44,25,2016,51,1,131,37.185249,-76.606633,2016,"LP"
447830164489998,254557922010854,335232146489998,"1_51_95_4",10.8,63,30,2016,51,1,131,37.185249,-76.606633,2016,"LP"
447830165489998,254557923010854,335232146489998,"1_51_95_4",9.4,66,25,2016,51,1,131,37.185249,-76.606633,2016,"LP"
447830166489998,254557924010854,335232146489998,"1_51_95_4",9,63,25,2016,51,1,131,37.185249,-76.606633,2016,"LP"
447830167489998,254557925010854,335232146489998,"1_51_95_4",11.4,67,25,2016,51,1,131,37.185249,-76.606633,2016,"LP"
447830168489998,254557926010854,335232146489998,"1_51_95_4",14,71,30,2016,51,1,131,37.185249,-76.606633,2016,"LP"
447830169489998,254557927010854,335232146489998,"1_51_95_4",12.9,61,30,2016,51,1,131,37.185249,-76.606633,2016,"LP"
447830170489998,254557929010854,335232146489998,"1_51_95_4",4.29,44,NA,2016,51,2,131,37.185249,-76.606633,2016,"LP"
447830171489998,254557930010854,335232146489998,"1_51_95_4",7.2,65,30,2016,51,1,316,37.185249,-76.606633,2016,"RM"
447830172489998,254557931010854,335232146489998,"1_51_95_4",7.1,62,30,2016,51,1,316,37.185249,-76.606633,2016,"RM"
447830173489998,254557932010854,335232146489998,"1_51_95_4",6.1,57,30,2016,51,1,611,37.185249,-76.606633,2016,"SU"
447830174489998,254557933010854,335232146489998,"1_51_95_4",7.1,59,40,2016,51,1,316,37.185249,-76.606633,2016,"RM"
447830175489998,254557934010854,335232146489998,"1_51_95_4",5.3,40,NA,2016,51,2,131,37.185249,-76.606633,2016,"LP"
447830176489998,254557935010854,335232146489998,"1_51_95_4",6.4,47,25,2016,51,1,316,37.185249,-76.606633,2016,"RM"
447830177489998,NA,335232146489998,"1_51_95_4",5.9,66,20,2016,51,1,316,37.185249,-76.606633,2016,"RM"
447830178489998,NA,335232146489998,"1_51_95_4",5.7,58,30,2016,51,1,316,37.185249,-76.606633,2016,"RM"
447830179489998,NA,335232146489998,"1_51_95_4",5.9,61,20,2016,51,1,762,37.185249,-76.606633,2016,"BC"
447830180489998,254557936010854,335232146489998,"1_51_95_4",11.8,70,30,2016,51,1,131,37.185249,-76.606633,2016,"LP"
447830181489998,254557937010854,335232146489998,"1_51_95_4",8.3,61,30,2016,51,1,131,37.185249,-76.606633,2016,"LP"
447830182489998,254557938010854,335232146489998,"1_51_95_4",7.9,54,25,2016,51,1,131,37.185249,-76.606633,2016,"LP"
447830183489998,254557939010854,335232146489998,"1_51_95_4",8.4,61,20,2016,51,1,131,37.185249,-76.606633,2016,"LP"
447830184489998,254557940010854,335232146489998,"1_51_95_4",9.5,60,25,2016,51,1,131,37.185249,-76.606633,2016,"LP"
447830185489998,254557941010854,335232146489998,"1_51_95_4",10.3,67,25,2016,51,1,131,37.185249,-76.606633,2016,"LP"
447830186489998,254557942010854,335232146489998,"1_51_95_4",3.98,34,NA,2016,51,2,132,37.185249,-76.606633,2016,"VP"
447830187489998,254557944010854,335232146489998,"1_51_95_4",7.2,55,25,2016,51,1,131,37.185249,-76.606633,2016,"LP"
447830188489998,254557945010854,335232146489998,"1_51_95_4",4.99,41,NA,2016,51,2,131,37.185249,-76.606633,2016,"LP"
447830189489998,254557946010854,335232146489998,"1_51_95_4",1.5,22,40,2016,51,1,611,37.185249,-76.606633,2016,"SU"
447830190489998,254557949010854,335232146489998,"1_51_95_4",3.45,34,NA,2016,51,2,132,37.185249,-76.606633,2016,"VP"
447830191489998,254557950010854,335232146489998,"1_51_95_4",4.78,36,NA,2016,51,2,132,37.185249,-76.606633,2016,"VP"
447830192489998,254557951010854,335232146489998,"1_51_95_4",7,61,20,2016,51,1,131,37.185249,-76.606633,2016,"LP"
447830193489998,254557952010854,335232146489998,"1_51_95_4",9.3,59,30,2016,51,1,131,37.185249,-76.606633,2016,"LP"
447830194489998,254557953010854,335232146489998,"1_51_95_4",6.1,60,30,2016,51,1,611,37.185249,-76.606633,2016,"SU"
447830195489998,254557954010854,335232146489998,"1_51_95_4",6.8,62,45,2016,51,1,316,37.185249,-76.606633,2016,"RM"
447830196489998,254557955010854,335232146489998,"1_51_95_4",5.8,52,35,2016,51,1,316,37.185249,-76.606633,2016,"RM"
447830197489998,254557956010854,335232146489998,"1_51_95_4",6,61,25,2016,51,1,611,37.185249,-76.606633,2016,"SU"
447830198489998,254557957010854,335232146489998,"1_51_95_4",8.4,64,30,2016,51,1,131,37.185249,-76.606633,2016,"LP"
447830199489998,254557958010854,335232146489998,"1_51_95_4",10.9,65,35,2016,51,1,131,37.185249,-76.606633,2016,"LP"
447830200489998,254557959010854,335232146489998,"1_51_95_4",10.5,63,35,2016,51,1,131,37.185249,-76.606633,2016,"LP"
447830201489998,254557960010854,335232146489998,"1_51_95_4",15,69,35,2016,51,1,131,37.185249,-76.606633,2016,"LP"
447830202489998,254557961010854,335232146489998,"1_51_95_4",10.3,66,30,2016,51,1,131,37.185249,-76.606633,2016,"LP"
447830203489998,254557963010854,335232146489998,"1_51_95_4",7.2,61,30,2016,51,1,621,37.185249,-76.606633,2016,"YP"
447830212489998,254557964010854,335232146489998,"1_51_95_4",1.4,11,70,2016,51,1,591,37.185249,-76.606633,2016,"HY"
447830213489998,254557965010854,335232146489998,"1_51_95_4",2.3,19,65,2016,51,1,591,37.185249,-76.606633,2016,"HY"
447830214489998,254557966010854,335232146489998,"1_51_95_4",2.12,27,NA,2016,51,2,621,37.185249,-76.606633,2016,"YP"
447830204489998,254557969010854,335232146489998,"1_51_95_4",8.2,72,30,2016,51,1,131,37.185249,-76.606633,2016,"LP"
447830205489998,254557970010854,335232146489998,"1_51_95_4",5.56,47,NA,2016,51,2,611,37.185249,-76.606633,2016,"SU"
447830206489998,254557971010854,335232146489998,"1_51_95_4",5.46,50,NA,2016,51,2,611,37.185249,-76.606633,2016,"SU"
447830207489998,254557972010854,335232146489998,"1_51_95_4",9.6,68,35,2016,51,1,621,37.185249,-76.606633,2016,"YP"
447830208489998,254557973010854,335232146489998,"1_51_95_4",5,45,NA,2016,51,2,611,37.185249,-76.606633,2016,"SU"
447830209489998,254557974010854,335232146489998,"1_51_95_4",7.6,51,35,2016,51,1,131,37.185249,-76.606633,2016,"LP"
447830210489998,254557975010854,335232146489998,"1_51_95_4",6.2,59,20,2016,51,1,131,37.185249,-76.606633,2016,"LP"
447830211489998,254557976010854,335232146489998,"1_51_95_4",6,57,25,2016,51,1,131,37.185249,-76.606633,2016,"LP"
447830215489998,254557977010854,335232146489998,"1_51_95_4",1.3,13,50,2016,51,1,591,37.185249,-76.606633,2016,"HY"
447830216489998,254557978010854,335232146489998,"1_51_95_4",1.2,13,70,2016,51,1,591,37.185249,-76.606633,2016,"HY"
447830217489998,254557979010854,335232146489998,"1_51_95_4",1.52,21,NA,2016,51,2,621,37.185249,-76.606633,2016,"YP"
447830218489998,NA,335232146489998,"1_51_95_4",6.6,69,30,2016,51,1,621,37.185249,-76.606633,2016,"YP"
447830219489998,NA,335232146489998,"1_51_95_4",5.1,45,15,2016,51,1,131,37.185249,-76.606633,2016,"LP"
447830220489998,254557982010854,335232146489998,"1_51_95_4",11.3,68,25,2016,51,1,131,37.185249,-76.606633,2016,"LP"
447830221489998,254557983010854,335232146489998,"1_51_95_4",11.9,67,30,2016,51,1,131,37.185249,-76.606633,2016,"LP"
447830222489998,254557985010854,335232146489998,"1_51_95_4",11.8,65,35,2016,51,1,131,37.185249,-76.606633,2016,"LP"
447830223489998,254557986010854,335232146489998,"1_51_95_4",1.8,19,75,2016,51,1,611,37.185249,-76.606633,2016,"SU"
447830224489998,254557988010854,335232146489998,"1_51_95_4",11.4,61,30,2016,51,1,131,37.185249,-76.606633,2016,"LP"
447830225489998,254557989010854,335232146489998,"1_51_95_4",6.6,54,25,2016,51,1,316,37.185249,-76.606633,2016,"RM"
447830226489998,NA,335232146489998,"1_51_95_4",5.4,41,25,2016,51,1,316,37.185249,-76.606633,2016,"RM"
447863004489998,254583613010854,335231914489998,"1_51_175_6",13.3,87,25,2016,51,1,131,36.630676,-76.897528,2016,"LP"
447863005489998,254583615010854,335231914489998,"1_51_175_6",19,90,25,2016,51,1,131,36.630676,-76.897528,2016,"LP"
447863006489998,254583616010854,335231914489998,"1_51_175_6",14.8,94,25,2016,51,1,131,36.630676,-76.897528,2016,"LP"
447863007489998,254583617010854,335231914489998,"1_51_175_6",17.7,87,25,2016,51,1,131,36.630676,-76.897528,2016,"LP"
447863008489998,254583618010854,335231914489998,"1_51_175_6",17.4,99,25,2016,51,1,131,36.630676,-76.897528,2016,"LP"
447863009489998,254583619010854,335231914489998,"1_51_175_6",13.2,90,25,2016,51,1,131,36.630676,-76.897528,2016,"LP"
447863010489998,254583620010854,335231914489998,"1_51_175_6",8.7,56,30,2016,51,1,611,36.630676,-76.897528,2016,"SU"
447863011489998,254583621010854,335231914489998,"1_51_175_6",2,22,20,2016,51,1,611,36.630676,-76.897528,2016,"SU"
447863012489998,254583622010854,335231914489998,"1_51_175_6",1.5,23,30,2016,51,1,391,36.630676,-76.897528,2016,"AH"
447863013489998,254583623010854,335231914489998,"1_51_175_6",6.7,60,20,2016,51,1,131,36.630676,-76.897528,2016,"LP"
447863014489998,254583624010854,335231914489998,"1_51_175_6",12.7,70,35,2016,51,1,131,36.630676,-76.897528,2016,"LP"
447863015489998,254583625010854,335231914489998,"1_51_175_6",11,70,25,2016,51,1,131,36.630676,-76.897528,2016,"LP"
447863016489998,254583626010854,335231914489998,"1_51_175_6",8.2,56,45,2016,51,1,611,36.630676,-76.897528,2016,"SU"
447863017489998,254583627010854,335231914489998,"1_51_175_6",1.9,22,35,2016,51,1,391,36.630676,-76.897528,2016,"AH"
447863018489998,254583628010854,335231914489998,"1_51_175_6",3.2,26,10,2016,51,1,131,36.630676,-76.897528,2016,"LP"
447863019489998,254583629010854,335231914489998,"1_51_175_6",1.7,26,45,2016,51,1,391,36.630676,-76.897528,2016,"AH"
447863020489998,254583630010854,335231914489998,"1_51_175_6",1.3,21,60,2016,51,1,531,36.630676,-76.897528,2016,"AB"
447863021489998,254583631010854,335231914489998,"1_51_175_6",5.6,44,35,2016,51,1,611,36.630676,-76.897528,2016,"SU"
447863022489998,NA,335231914489998,"1_51_175_6",1.2,20,45,2016,51,1,531,36.630676,-76.897528,2016,"AB"
447863023489998,NA,335231914489998,"1_51_175_6",1.1,18,50,2016,51,1,531,36.630676,-76.897528,2016,"AB"
447863024489998,254583632010854,335231914489998,"1_51_175_6",7.1,61,NA,2016,51,2,131,36.630676,-76.897528,2016,"LP"
447863025489998,254583633010854,335231914489998,"1_51_175_6",14.6,79,25,2016,51,1,131,36.630676,-76.897528,2016,"LP"
447863026489998,254583634010854,335231914489998,"1_51_175_6",8,44,NA,2016,51,2,131,36.630676,-76.897528,2016,"LP"
447863027489998,254583635010854,335231914489998,"1_51_175_6",16.4,86,30,2016,51,1,131,36.630676,-76.897528,2016,"LP"
447863028489998,254583636010854,335231914489998,"1_51_175_6",12.3,85,25,2016,51,1,131,36.630676,-76.897528,2016,"LP"
447863029489998,254583637010854,335231914489998,"1_51_175_6",1.84,20,NA,2016,51,2,827,36.630676,-76.897528,2016,"WK"
447863030489998,254583638010854,335231914489998,"1_51_175_6",5.6,52,30,2016,51,1,373,36.630676,-76.897528,2016,"BB"
447863031489998,254583639010854,335231914489998,"1_51_175_6",15.9,70,30,2016,51,1,131,36.630676,-76.897528,2016,"LP"
447863032489998,254583640010854,335231914489998,"1_51_175_6",17.7,67,35,2016,51,1,131,36.630676,-76.897528,2016,"LP"
447863033489998,254583641010854,335231914489998,"1_51_175_6",1.5,20,35,2016,51,1,611,36.630676,-76.897528,2016,"SU"
447863034489998,254583642010854,335231914489998,"1_51_175_6",2.6,19,NA,2016,51,2,611,36.630676,-76.897528,2016,"SU"
447863035489998,254583643010854,335231914489998,"1_51_175_6",1.9,20,35,2016,51,1,611,36.630676,-76.897528,2016,"SU"
447863036489998,NA,335231914489998,"1_51_175_6",5,46,35,2016,51,1,373,36.630676,-76.897528,2016,"BB"
447863037489998,NA,335231914489998,"1_51_175_6",1.1,16,45,2016,51,1,827,36.630676,-76.897528,2016,"WK"
447862096489998,254583691010854,335231895489998,"1_51_175_95",6.9,53,35,2016,51,1,825,36.881622,-76.933199,2016,"SN"
447862097489998,254583693010854,335231895489998,"1_51_175_95",9.4,56,30,2016,51,1,621,36.881622,-76.933199,2016,"YP"
447862098489998,254583694010854,335231895489998,"1_51_175_95",8,51,35,2016,51,1,825,36.881622,-76.933199,2016,"SN"
447862099489998,254583695010854,335231895489998,"1_51_175_95",7.2,55,30,2016,51,1,621,36.881622,-76.933199,2016,"YP"
447862100489998,254583696010854,335231895489998,"1_51_175_95",8.7,54,35,2016,51,1,825,36.881622,-76.933199,2016,"SN"
447862101489998,254583697010854,335231895489998,"1_51_175_95",6.4,51,30,2016,51,1,409,36.881622,-76.933199,2016,"HI"
447862102489998,254583699010854,335231895489998,"1_51_175_95",2.86,27,NA,2016,51,2,544,36.881622,-76.933199,2016,"GA"
447862103489998,254583700010854,335231895489998,"1_51_175_95",6.5,53,30,2016,51,1,611,36.881622,-76.933199,2016,"SU"
447862104489998,254583701010854,335231895489998,"1_51_175_95",7.8,53,35,2016,51,1,820,36.881622,-76.933199,2016,"LK"
447862105489998,254583702010854,335231895489998,"1_51_175_95",10,61,30,2016,51,1,131,36.881622,-76.933199,2016,"LP"
447862106489998,254583703010854,335231895489998,"1_51_175_95",9.8,62,25,2016,51,1,131,36.881622,-76.933199,2016,"LP"
447862107489998,254583704010854,335231895489998,"1_51_175_95",6.4,55,15,2016,51,1,131,36.881622,-76.933199,2016,"LP"
447862108489998,254583705010854,335231895489998,"1_51_175_95",9.4,57,25,2016,51,1,131,36.881622,-76.933199,2016,"LP"
447862109489998,254583707010854,335231895489998,"1_51_175_95",9,64,25,2016,51,1,131,36.881622,-76.933199,2016,"LP"
